
Dec 27, 2018 11:56:43.76 NEW SESSION
Dec 27, 2018 11:56:43.76 [7996:8080:1227/115643.572:ERROR:connection_factory_impl.cc(408)] Failed to connect to MCS endpoint with error -106
Dec 27, 2018 11:57:09.38 [7996:8080:1227/115709.385:ERROR:connection_factory_impl.cc(408)] Failed to connect to MCS endpoint with error -106
Dec 27, 2018 11:57:18.97 [7996:5200:1227/115718.978:ERROR:account_tracker.cc(240)] AccessTokenFetched error: Connection failed (-106).
Dec 27, 2018 11:58:08.72 [7996:8080:1227/115808.723:ERROR:connection_factory_impl.cc(408)] Failed to connect to MCS endpoint with error -106
Dec 27, 2018 11:59:43.24 [7996:8080:1227/115943.242:ERROR:connection_factory_impl.cc(408)] Failed to connect to MCS endpoint with error -106
Dec 27, 2018 12:03:30.04 [7996:8080:1227/120330.041:ERROR:connection_factory_impl.cc(408)] Failed to connect to MCS endpoint with error -106
Dec 27, 2018 12:05:20.24 [7996:5200:1227/120520.247:ERROR:gcm_channel_status_request.cc(151)] GCM channel request failed.
Dec 27, 2018 12:05:43.37 [7996:5200:1227/120543.378:ERROR:gcm_channel_status_request.cc(151)] GCM channel request failed.
Dec 27, 2018 12:06:41.67 [7996:5200:1227/120641.670:ERROR:gcm_channel_status_request.cc(151)] GCM channel request failed.
Dec 27, 2018 12:08:13.30 [7996:5200:1227/120813.288:ERROR:gcm_channel_status_request.cc(151)] GCM channel request failed.
Dec 27, 2018 12:09:52.91 [7996:8080:1227/120952.919:ERROR:connection_factory_impl.cc(408)] Failed to connect to MCS endpoint with error -106
Dec 27, 2018 12:11:09.98 [7996:5200:1227/121109.986:ERROR:gcm_channel_status_request.cc(151)] GCM channel request failed.
Dec 27, 2018 12:17:50.77 [7996:5200:1227/121750.778:ERROR:gcm_channel_status_request.cc(151)] GCM channel request failed.
Dec 27, 2018 12:19:52.93 [7996:8080:1227/121952.934:ERROR:connection_factory_impl.cc(408)] Failed to connect to MCS endpoint with error -106
Dec 27, 2018 12:27:50.78 [7996:5200:1227/122750.784:ERROR:gcm_channel_status_request.cc(151)] GCM channel request failed.
Dec 27, 2018 12:29:52.93 [7996:8080:1227/122952.938:ERROR:connection_factory_impl.cc(408)] Failed to connect to MCS endpoint with error -106
Dec 27, 2018 12:37:50.80 [7996:5200:1227/123750.800:ERROR:gcm_channel_status_request.cc(151)] GCM channel request failed.
Dec 27, 2018 12:39:52.95 [7996:8080:1227/123952.953:ERROR:connection_factory_impl.cc(408)] Failed to connect to MCS endpoint with error -106
Dec 27, 2018 12:47:50.81 [7996:5200:1227/124750.816:ERROR:gcm_channel_status_request.cc(151)] GCM channel request failed.
Dec 27, 2018 12:49:52.96 [7996:8080:1227/124952.967:ERROR:connection_factory_impl.cc(408)] Failed to connect to MCS endpoint with error -106
Dec 27, 2018 12:57:50.82 [7996:5200:1227/125750.824:ERROR:gcm_channel_status_request.cc(151)] GCM channel request failed.
Dec 27, 2018 12:59:52.98 [7996:8080:1227/125952.982:ERROR:connection_factory_impl.cc(408)] Failed to connect to MCS endpoint with error -106
Dec 27, 2018 13:03:18.51 [7996:5200:1227/130318.510:ERROR:http_bridge.cc(126)] NOT IMPLEMENTED
Dec 27, 2018 13:04:44.14 [6984:4204:1227/130444.149:ERROR:connection_factory_impl.cc(408)] Failed to connect to MCS endpoint with error -106
Dec 27, 2018 13:05:12.00 [6984:4204:1227/130512.005:ERROR:connection_factory_impl.cc(408)] Failed to connect to MCS endpoint with error -106
Dec 27, 2018 13:05:17.82 [6984:224:1227/130517.829:ERROR:account_tracker.cc(240)] AccessTokenFetched error: Connection failed (-106).
Dec 27, 2018 13:06:08.12 [6984:4204:1227/130608.128:ERROR:connection_factory_impl.cc(408)] Failed to connect to MCS endpoint with error -106
Dec 27, 2018 13:07:53.16 [6984:4204:1227/130753.164:ERROR:connection_factory_impl.cc(408)] Failed to connect to MCS endpoint with error -106
Dec 27, 2018 13:11:35.55 [6984:4204:1227/131135.559:ERROR:connection_factory_impl.cc(408)] Failed to connect to MCS endpoint with error -106
Dec 27, 2018 13:16:04.82 [6984:224:1227/131604.823:ERROR:gcm_channel_status_request.cc(151)] GCM channel request failed.
Dec 27, 2018 13:16:31.34 [6984:224:1227/131631.344:ERROR:gcm_channel_status_request.cc(151)] GCM channel request failed.
Dec 27, 2018 13:17:12.18 [6984:224:1227/131712.182:ERROR:gcm_channel_status_request.cc(151)] GCM channel request failed.
Dec 27, 2018 13:17:36.54 [6984:4204:1227/131736.542:ERROR:connection_factory_impl.cc(408)] Failed to connect to MCS endpoint with error -106
Dec 27, 2018 13:18:55.71 [6984:224:1227/131855.714:ERROR:gcm_channel_status_request.cc(151)] GCM channel request failed.
Dec 27, 2018 13:22:22.62 [6984:224:1227/132222.622:ERROR:gcm_channel_status_request.cc(151)] GCM channel request failed.
Dec 27, 2018 13:27:36.54 [6984:4204:1227/132736.548:ERROR:connection_factory_impl.cc(408)] Failed to connect to MCS endpoint with error -106
Dec 27, 2018 13:28:18.61 [6984:224:1227/132818.612:ERROR:gcm_channel_status_request.cc(151)] GCM channel request failed.
Dec 27, 2018 13:37:36.56 [6984:4204:1227/133736.565:ERROR:connection_factory_impl.cc(408)] Failed to connect to MCS endpoint with error -106
Dec 27, 2018 13:38:18.62 [6984:224:1227/133818.624:ERROR:gcm_channel_status_request.cc(151)] GCM channel request failed.
Dec 27, 2018 13:47:36.58 [6984:4204:1227/134736.583:ERROR:connection_factory_impl.cc(408)] Failed to connect to MCS endpoint with error -106
Dec 27, 2018 13:48:18.63 [6984:224:1227/134818.636:ERROR:gcm_channel_status_request.cc(151)] GCM channel request failed.
Dec 27, 2018 13:54:34.55 [6984:224:1227/135434.553:ERROR:http_bridge.cc(126)] NOT IMPLEMENTED
Dec 27, 2018 13:57:04.64 [920:9680:1227/135704.645:ERROR:in_progress_cache_impl.cc(203)] Cache is not initialized, cannot RetrieveEntry.
Dec 27, 2018 13:57:04.64 [920:9680:1227/135704.645:ERROR:in_progress_cache_impl.cc(203)] Cache is not initialized, cannot RetrieveEntry.
Dec 27, 2018 13:57:04.66 [920:9680:1227/135704.645:ERROR:in_progress_cache_impl.cc(203)] Cache is not initialized, cannot RetrieveEntry.
Dec 27, 2018 13:57:04.67 [920:9680:1227/135704.645:ERROR:in_progress_cache_impl.cc(203)] Cache is not initialized, cannot RetrieveEntry.
Dec 27, 2018 13:57:04.67 [920:9680:1227/135704.645:ERROR:in_progress_cache_impl.cc(203)] Cache is not initialized, cannot RetrieveEntry.
Dec 27, 2018 13:57:04.67 [920:9680:1227/135704.645:ERROR:in_progress_cache_impl.cc(203)] Cache is not initialized, cannot RetrieveEntry.
Dec 27, 2018 13:57:04.67 [920:9680:1227/135704.645:ERROR:in_progress_cache_impl.cc(203)] Cache is not initialized, cannot RetrieveEntry.
Dec 27, 2018 13:57:04.67 [920:9680:1227/135704.645:ERROR:in_progress_cache_impl.cc(203)] Cache is not initialized, cannot RetrieveEntry.
Dec 27, 2018 13:57:04.67 [920:9680:1227/135704.645:ERROR:in_progress_cache_impl.cc(203)] Cache is not initialized, cannot RetrieveEntry.
Dec 27, 2018 13:57:04.67 [920:9680:1227/135704.645:ERROR:in_progress_cache_impl.cc(203)] Cache is not initialized, cannot RetrieveEntry.
Dec 27, 2018 13:57:04.67 [920:9680:1227/135704.645:ERROR:in_progress_cache_impl.cc(203)] Cache is not initialized, cannot RetrieveEntry.
Dec 27, 2018 13:57:04.69 [920:9680:1227/135704.645:ERROR:in_progress_cache_impl.cc(203)] Cache is not initialized, cannot RetrieveEntry.
Dec 27, 2018 13:57:04.69 [920:9680:1227/135704.645:ERROR:in_progress_cache_impl.cc(203)] Cache is not initialized, cannot RetrieveEntry.
Dec 27, 2018 13:57:04.69 [920:9680:1227/135704.645:ERROR:in_progress_cache_impl.cc(203)] Cache is not initialized, cannot RetrieveEntry.
Dec 27, 2018 13:57:04.69 [920:9680:1227/135704.645:ERROR:in_progress_cache_impl.cc(203)] Cache is not initialized, cannot RetrieveEntry.
Dec 27, 2018 13:57:04.69 [920:9680:1227/135704.645:ERROR:in_progress_cache_impl.cc(203)] Cache is not initialized, cannot RetrieveEntry.
Dec 27, 2018 13:57:04.70 [920:9680:1227/135704.645:ERROR:in_progress_cache_impl.cc(203)] Cache is not initialized, cannot RetrieveEntry.
Dec 27, 2018 13:57:04.70 [920:9680:1227/135704.645:ERROR:in_progress_cache_impl.cc(203)] Cache is not initialized, cannot RetrieveEntry.
Dec 27, 2018 13:57:04.70 [920:9680:1227/135704.645:ERROR:in_progress_cache_impl.cc(203)] Cache is not initialized, cannot RetrieveEntry.
Dec 27, 2018 13:57:04.70 [920:9680:1227/135704.645:ERROR:in_progress_cache_impl.cc(203)] Cache is not initialized, cannot RetrieveEntry.
Dec 27, 2018 13:57:04.72 [920:9680:1227/135704.645:ERROR:in_progress_cache_impl.cc(203)] Cache is not initialized, cannot RetrieveEntry.
Dec 27, 2018 13:57:04.72 [920:9680:1227/135704.645:ERROR:in_progress_cache_impl.cc(203)] Cache is not initialized, cannot RetrieveEntry.
Dec 27, 2018 13:57:04.72 [920:9680:1227/135704.645:ERROR:in_progress_cache_impl.cc(203)] Cache is not initialized, cannot RetrieveEntry.
Dec 27, 2018 13:57:04.72 [920:9680:1227/135704.645:ERROR:in_progress_cache_impl.cc(203)] Cache is not initialized, cannot RetrieveEntry.
Dec 27, 2018 13:57:04.72 [920:9680:1227/135704.645:ERROR:in_progress_cache_impl.cc(203)] Cache is not initialized, cannot RetrieveEntry.
Dec 27, 2018 13:57:04.72 [920:9680:1227/135704.645:ERROR:in_progress_cache_impl.cc(203)] Cache is not initialized, cannot RetrieveEntry.
Dec 27, 2018 13:57:04.72 [920:9680:1227/135704.645:ERROR:in_progress_cache_impl.cc(203)] Cache is not initialized, cannot RetrieveEntry.
Dec 27, 2018 13:57:04.72 [920:9680:1227/135704.645:ERROR:in_progress_cache_impl.cc(203)] Cache is not initialized, cannot RetrieveEntry.
Dec 27, 2018 13:57:04.72 [920:9680:1227/135704.645:ERROR:in_progress_cache_impl.cc(203)] Cache is not initialized, cannot RetrieveEntry.
Dec 27, 2018 13:57:04.73 [920:9680:1227/135704.645:ERROR:in_progress_cache_impl.cc(203)] Cache is not initialized, cannot RetrieveEntry.
Dec 27, 2018 13:57:04.73 [920:9680:1227/135704.645:ERROR:in_progress_cache_impl.cc(203)] Cache is not initialized, cannot RetrieveEntry.
Dec 27, 2018 13:57:04.73 [920:9680:1227/135704.645:ERROR:in_progress_cache_impl.cc(203)] Cache is not initialized, cannot RetrieveEntry.
Dec 27, 2018 13:57:04.73 [920:9680:1227/135704.645:ERROR:in_progress_cache_impl.cc(203)] Cache is not initialized, cannot RetrieveEntry.
Dec 27, 2018 13:57:04.73 [920:9680:1227/135704.645:ERROR:in_progress_cache_impl.cc(203)] Cache is not initialized, cannot RetrieveEntry.
Dec 27, 2018 13:57:04.73 [920:9680:1227/135704.645:ERROR:in_progress_cache_impl.cc(203)] Cache is not initialized, cannot RetrieveEntry.
Dec 27, 2018 13:57:04.73 [920:9680:1227/135704.645:ERROR:in_progress_cache_impl.cc(203)] Cache is not initialized, cannot RetrieveEntry.
Dec 27, 2018 13:57:04.73 [920:9680:1227/135704.645:ERROR:in_progress_cache_impl.cc(203)] Cache is not initialized, cannot RetrieveEntry.
Dec 27, 2018 13:57:04.73 [920:9680:1227/135704.645:ERROR:in_progress_cache_impl.cc(203)] Cache is not initialized, cannot RetrieveEntry.
